CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
SBA000607,application,Server Based Application,IM0020324,4,4,4.0,incident,
DTA000027,application,Desktop Application,IM0020325,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0020326,5,5,5.0,request for information,
WBA000060,application,Web Based Application,IM0020327,4,4,4.0,incident,
WBA000095,application,Web Based Application,IM0020328,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020329,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0020330,5,5,5.0,request for information,
SUB000286,subapplication,Server Based Application,IM0020331,4,4,4.0,incident,
SBA000026,application,Server Based Application,IM0020332,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0020333,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0020334,4,4,4.0,incident,
CNT000022,storage,Controller,IM0020335,3,3,3.0,incident,
WBA000011,application,Web Based Application,IM0020336,5,5,5.0,incident,
SBA000439,application,Server Based Application,IM0020337,5,5,5.0,incident,
CBD000547,computer,Banking Device,IM0020338,2,2,2.0,incident,
SAP000004,application,SAP,IM0020339,5,5,5.0,request for information,
DTA000011,application,Desktop Application,IM0020340,4,4,4.0,incident,
SAP000004,application,SAP,IM0020341,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020342,5,5,5.0,request for information,
DSK000538,computer,Desktop,IM0020343,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0020344,4,4,4.0,incident,
LAP001765,computer,Laptop,IM0020345,5,5,5.0,incident,
DTA000057,application,Desktop Application,IM0020346,5,5,5.0,incident,
SBA000626,application,Server Based Application,IM0020347,3,3,3.0,incident,
DSK000531,computer,Desktop,IM0020348,5,5,5.0,incident,
MON00012,displaydevice,Monitor,IM0020349,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0020350,NS,3,,request for information,
DSK000535,computer,Desktop,IM0020351,5,5,5.0,incident,
WBA000008,application,Web Based Application,IM0020352,5,5,5.0,incident,
SBA000154,application,Server Based Application,IM0020353,5,5,5.0,request for information,
SBA000689,application,Server Based Application,IM0020354,5,5,5.0,request for information,
NET000075,networkcomponents,Modem,IM0020355,5,5,5.0,incident,1.0
DTA000057,application,Desktop Application,IM0020356,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0020357,5,5,5.0,incident,
LAP000583,computer,Laptop,IM0020358,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0020359,5,5,5.0,request for information,
WBA000103,application,Web Based Application,IM0020360,4,5,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0020361,4,4,4.0,incident,
SUB000508,subapplication,Web Based Application,IM0020362,4,4,4.0,incident,
LAP001769,computer,Laptop,IM0020363,5,5,5.0,incident,
SBA000747,application,Server Based Application,IM0020364,3,3,3.0,incident,
LAP000171,computer,Laptop,IM0020365,5,5,5.0,incident,
WBA000023,application,Web Based Application,IM0020366,5,5,5.0,incident,
WBA000068,application,Web Based Application,IM0020367,5,5,5.0,incident,
DTA000053,application,Desktop Application,IM0020368,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020369,4,4,4.0,incident,
LAP000002,computer,Laptop,IM0020370,5,5,5.0,incident,
SBA000617,application,Server Based Application,IM0020371,NS,3,,incident,
DTA000057,application,Desktop Application,IM0020372,5,5,5.0,incident,
DTA000048,application,Desktop Application,IM0020373,4,4,4.0,incident,
WBA000094,application,Web Based Application,IM0020374,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0020375,4,4,4.0,incident,
SBA000834,application,Server Based Application,IM0020376,4,4,4.0,incident,
CBD001105,computer,Banking Device,IM0020377,3,3,3.0,request for information,
DTA000616,application,Desktop Application,IM0020378,4,4,4.0,incident,
DTA000302,application,Desktop Application,IM0020379,3,3,3.0,incident,
WBA000144,application,Web Based Application,IM0020380,4,4,4.0,incident,
WBA000018,application,Web Based Application,IM0020381,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020382,4,4,4.0,incident,
WBA000131,application,Web Based Application,IM0020383,5,5,5.0,request for information,
SBA000659,application,Server Based Application,IM0020384,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0020385,4,4,4.0,incident,
SBA000173,application,Server Based Application,IM0020386,NS,3,,incident,
SBA000759,application,Server Based Application,IM0020387,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0020388,5,5,5.0,incident,1.0
WBA000058,application,Web Based Application,IM0020389,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0020390,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020391,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0020392,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0020393,4,4,4.0,incident,
APP000005,application,Citrix,IM0020394,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0020395,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0020396,4,4,4.0,incident,2.0
DTA000616,application,Desktop Application,IM0020397,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020398,4,4,4.0,incident,1.0
SBA000464,application,Server Based Application,IM0020399,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020400,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020401,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020402,4,4,4.0,incident,
SBA000659,application,Server Based Application,IM0020403,4,4,4.0,incident,
DTA000616,application,Desktop Application,IM0020404,3,3,3.0,incident,
WBA000133,application,Web Based Application,IM0020405,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020406,5,5,5.0,incident,
SAP000005,application,SAP,IM0020407,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0020408,4,4,4.0,incident,
SBA000045,application,Server Based Application,IM0020409,NS,3,,incident,
SBA000607,application,Server Based Application,IM0020410,4,4,4.0,incident,
WBA000023,application,Web Based Application,IM0020411,5,5,5.0,incident,
SBA000659,application,Server Based Application,IM0020412,NS,3,,incident,
DTA000159,application,Desktop Application,IM0020413,4,4,4.0,incident,
SBA000698,application,Server Based Application,IM0020414,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0020415,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020416,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0020417,5,5,5.0,request for information,
SAN000182,storage,SAN,IM0020418,5,5,5.0,request for information,
SBA000045,application,Server Based Application,IM0020419,3,3,3.0,incident,
ENC000012,hardware,Encryption,IM0020420,5,5,5.0,incident,
CBD000807,computer,Banking Device,IM0020421,2,2,2.0,incident,
DTA000381,application,Desktop Application,IM0020422,5,5,5.0,request for information,
CBD000896,computer,Banking Device,IM0020423,3,3,3.0,incident,1.0
SBA000045,application,Server Based Application,IM0020424,3,3,3.0,incident,
WBA000022,application,Web Based Application,IM0020425,5,5,5.0,request for information,
SBA000458,application,Server Based Application,IM0020426,4,4,4.0,incident,
WBA000018,application,Web Based Application,IM0020427,4,4,4.0,incident,
CBD000299,computer,Banking Device,IM0020428,4,4,4.0,incident,
STA000020,application,Standard Application,IM0020429,3,3,3.0,incident,
SUB000523,subapplication,Web Based Application,IM0020430,5,5,5.0,incident,
DTA000057,application,Desktop Application,IM0020431,5,5,5.0,request for information,
SUB000426,subapplication,Web Based Application,IM0020432,5,5,5.0,incident,
SBA000263,application,Server Based Application,IM0020433,5,4,4.0,request for information,
LAP001311,computer,Laptop,IM0020434,5,5,5.0,incident,
ASW000010,software,Automation Software,IM0020435,4,4,4.0,incident,
SBA000659,application,Server Based Application,IM0020436,4,4,4.0,incident,
SUB000508,subapplication,Web Based Application,IM0020437,4,4,4.0,incident,1.0
CNT000005,storage,Controller,IM0020438,3,3,3.0,incident,
SBA000662,application,Server Based Application,IM0020439,5,5,5.0,incident,
SBA000439,application,Server Based Application,IM0020440,5,5,5.0,request for information,
DTA000064,application,Desktop Application,IM0020441,5,5,5.0,request for information,
SUB000456,subapplication,Web Based Application,IM0020442,4,4,4.0,incident,
WBA000008,application,Web Based Application,IM0020443,5,5,5.0,incident,
WBA000144,application,Web Based Application,IM0020444,4,4,4.0,incident,
WBA000145,application,Web Based Application,IM0020445,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0020446,4,4,4.0,incident,
LAP000180,computer,Laptop,IM0020447,5,5,5.0,incident,
WBA000082,application,Web Based Application,IM0020448,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0020449,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0020450,4,4,4.0,incident,
LAP000518,computer,Laptop,IM0020451,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0020452,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0020453,4,4,4.0,request for information,
LAP001773,computer,Laptop,IM0020454,4,4,4.0,incident,
SBA000300,application,Server Based Application,IM0020455,4,4,4.0,incident,
SBA000073,application,Server Based Application,IM0020456,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0020457,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0020458,4,4,4.0,incident,
SUB000002,subapplication,Citrix,IM0020459,4,4,4.0,incident,
SBA000101,application,Server Based Application,IM0020460,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020461,3,3,3.0,incident,
SBA000101,application,Server Based Application,IM0020462,3,3,3.0,incident,
WBA000133,application,Web Based Application,IM0020463,4,4,4.0,incident,
SBA000088,application,Server Based Application,IM0020464,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0020465,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0020466,4,4,4.0,incident,
DTA000019,application,Desktop Application,IM0020467,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0020468,5,5,5.0,request for information,
SBA000834,application,Server Based Application,IM0020469,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020470,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0020471,4,4,4.0,incident,
WBA000148,application,Web Based Application,IM0020472,5,5,5.0,incident,
SBA000630,application,Server Based Application,IM0020473,5,5,5.0,request for information,
SBA000630,application,Server Based Application,IM0020474,5,5,5.0,request for information,
CBA000014,application,Client Based Application,IM0020475,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0020476,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0020477,4,4,4.0,request for information,
LAP001197,computer,Laptop,IM0020478,5,5,5.0,incident,
SBA000054,application,Server Based Application,IM0020479,3,3,3.0,incident,
DTA000025,application,Desktop Application,IM0020480,4,4,4.0,incident,
DTA000016,application,Desktop Application,IM0020481,3,3,3.0,incident,
SBA000054,application,Server Based Application,IM0020482,5,5,5.0,request for information,
SBA000045,application,Server Based Application,IM0020483,3,3,3.0,incident,
SBA000427,application,Server Based Application,IM0020484,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0020485,3,3,3.0,incident,
WBA000133,application,Web Based Application,IM0020486,4,4,4.0,incident,
SBA000759,application,Server Based Application,IM0020487,NS,3,,incident,
DTA000057,application,Desktop Application,IM0020488,5,5,5.0,incident,
WBA000148,application,Web Based Application,IM0020489,5,5,5.0,incident,
SBA000689,application,Server Based Application,IM0020490,5,5,5.0,request for information,
WBA000058,application,Web Based Application,IM0020491,4,4,4.0,incident,
SBA000142,application,Server Based Application,IM0020492,4,4,4.0,incident,
CBD001176,computer,Banking Device,IM0020493,4,4,4.0,incident,
SAN000182,storage,SAN,IM0020494,5,5,5.0,complaint,
SBA000834,application,Server Based Application,IM0020495,4,4,4.0,incident,
SBA000054,application,Server Based Application,IM0020496,3,3,3.0,incident,
SBA000172,application,Server Based Application,IM0020497,NS,3,,incident,
SBA000451,application,Server Based Application,IM0020498,4,4,4.0,incident,
APP000005,application,Citrix,IM0020499,4,4,4.0,incident,
SBA000063,application,Server Based Application,IM0020500,5,5,5.0,incident,
SBA000709,application,Server Based Application,IM0020501,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0020502,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0020503,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020504,5,5,5.0,request for information,
CBD000291,computer,Banking Device,IM0020505,2,2,2.0,incident,
DTA000031,application,Desktop Application,IM0020506,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0020507,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020508,5,5,5.0,request for information,
SBA000617,application,Server Based Application,IM0020509,3,3,3.0,incident,
WSR000396,computer,Windows Server,IM0020510,5,5,5.0,incident,
SBA000659,application,Server Based Application,IM0020511,3,3,3.0,incident,
SBA000689,application,Server Based Application,IM0020512,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0020513,5,5,5.0,request for information,
